,braid,free_part,torsion_part,total_num_FP,total_num_TP
2687,"[1, 1, 1, -2, -3, 3, 1, -3, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2688,"[-3, -2, -3, 3, 1, -3, -2, -1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2689,"[1, 3, 2, -1, -3, -1, -2, 3, 2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2690,"[1, 1, -2, 1, 1, -3, -1, 3, 1]","{(1, 0): 1, (3, 0): 2, (5, 0): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 3): 1, (11, 4): 2, (13, 4): 1}","{(7, 3): {2: 1}, (9, 3): {2: 1}}",12,2
2691,"[2, -2, -1, 2, 1, -3, -2, 1, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2692,"[3, 3, 1, 1, 2, 3, -1, -2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2693,"[-3, -1, 1, -2, -1, -1, 1, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2694,"[2, 3, -2, 3, 1, -1, 1, -1, -3]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
2695,"[1, 3, 3, 2, 1, 2, -3, -3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2696,"[-2, 3, 2, -3, 2, -1, 3, 1, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2697,"[-2, 2, -1, -3, 2, -3, -3, 2, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2698,"[1, 1, -2, 2, -1, -1, -3, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2699,"[-1, 2, 2, -2, 1, -2, 1, 1, -2]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2
2700,"[-2, -2, 2, 1, -2, 2, -3, -1, 3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2701,"[-3, -3, -1, 3, 3, -2, -3, 3, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2702,"[-2, -3, 1, 1, -1, 1, -2, 1, -3]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
2703,"[-1, -1, 1, -1, -1, -1, -3, -3, 3]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
2704,"[2, -1, -1, 1, 1, -2, 2, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2705,"[-1, 3, 1, -1, -1, 1, -2, -1, -2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2706,"[-3, 2, -1, 2, 1, -1, -1, 3, -3]","{(-5, -2): 1, (-1, -1): 1, (-1, 0): 1, (1, 0): 1, (1, 1): 1, (5, 2): 1}","{(-3, -1): {2: 1}, (3, 2): {2: 1}}",6,2
2707,"[1, 1, 2, -3, 2, 1, 1, -2, -1]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3
2708,"[3, -1, 1, -2, -2, 1, -2, -2, -2]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
2709,"[1, 2, 2, -1, -2, 3, 1, 3, 3]","{(3, 0): 1, (5, 0): 1, (7, 2): 2, (11, 3): 2, (11, 4): 1, (13, 5): 1, (15, 5): 1, (17, 6): 1}","{(9, 3): {2: 2}, (13, 5): {2: 1}, (15, 6): {2: 1}}",10,4
2710,"[2, -1, 2, -2, 2, 3, -2, -1, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2711,"[-3, 2, 3, 3, 1, 1, -2, 3, -1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2712,"[2, 2, 3, 3, -3, 1, 1, 2, -2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2713,"[-1, 1, -3, -3, 2, -3, 3, -2, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2714,"[-1, 1, 1, 2, -3, 2, 3, 3, 3]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 1, (9, 3): 1, (9, 4): 1, (13, 5): 1}","{(5, 2): {2: 1}, (7, 3): {2: 1}, (11, 5): {2: 1}}",8,3
2715,"[-3, 2, 3, -2, 3, -1, -2, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2716,"[1, 3, -2, 1, 1, -2, -3, 1, 2]","{(-3, -2): 1, (1, -1): 1, (1, 0): 3, (3, 0): 3, (3, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 2, (9, 4): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 2}}",16,4
2717,"[2, -1, -2, -2, 3, -2, 1, -2, -1]","{(-15, -6): 1, (-13, -6): 1, (-13, -5): 1, (-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 2, (-5, -2): 2, (-3, -1): 1, (-3, 0): 2, (-1, 0): 2}","{(-11, -4): {2: 1}, (-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}}",16,4
2718,"[1, 2, 3, -2, 1, 2, -2, 2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2719,"[3, 3, -2, -1, 3, 2, -2, -3, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2720,"[-2, -3, -1, -1, 1, -1, -3, -2, -2]","{(-19, -7): 1, (-15, -6): 1, (-15, -5): 2, (-13, -4): 1, (-11, -4): 3, (-11, -3): 1, (-9, -2): 2, (-7, -2): 3, (-5, 0): 1, (-3, 0): 1}","{(-17, -6): {2: 1}, (-13, -4): {2: 2}, (-9, -2): {2: 1}}",16,4
2721,"[-2, 1, 3, -1, -3, 2, -3, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2722,"[-2, 3, -2, 3, -3, -2, -1, 3, 2]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2723,"[-3, 2, 3, -3, -2, 3, 3, -1, -3]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2724,"[2, 1, 2, 2, 3, -2, 2, 1, 2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (9, 4): 1, (11, 3): 1, (11, 4): 3, (13, 4): 2}","{(9, 3): {2: 1}}",10,1
2725,"[-2, -2, -1, 3, 1, -3, -2, -3, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2726,"[1, -1, 3, 2, -1, 2, 2, -2, 1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2727,"[2, 2, -2, -1, -2, 3, 2, -2, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2728,"[3, 3, -2, -1, -3, -1, -3, 1, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2729,"[-3, 2, -1, -2, -1, -1, -3, -1, 3]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2730,"[1, -2, 3, 3, -1, 1, 3, -2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2731,"[3, 3, 3, -2, -2, -2, -3, -2, 2]","{(-8, -3): 1, (-4, -2): 1, (-4, -1): 1, (-2, 0): 1, (0, 0): 2, (2, 2): 1, (4, 2): 1}","{(-6, -2): {2: 1}, (-2, 0): {2: 1}}",8,2
2732,"[-1, 2, -1, 3, 3, -1, -1, -3, 2]","{(-11, -4): 1, (-9, -3): 1, (-7, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, -1): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 2, (-1, 1): 1, (3, 2): 1}","{(-9, -3): {2: 1}, (-7, -2): {2: 1}, (-5, -1): {2: 1}, (-3, 0): {2: 1}, (1, 2): {2: 1}}",12,5
2733,"[2, -1, -2, 1, 3, -1, -2, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2734,"[1, -3, -3, -1, -2, -1, 3, 3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2735,"[1, 3, 3, -1, -1, -1, 3, 3, -2]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 2, (3, 0): 1, (5, 1): 1, (5, 2): 2, (7, 2): 1, (9, 3): 1, (9, 4): 1, (11, 4): 1}","{(3, 1): {2: 1}, (7, 3): {2: 1}}",12,2
2736,"[-2, 3, 3, -1, 2, 3, 1, 2, -1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2737,"[-2, -3, -1, 2, 3, 2, -2, 1, 2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2738,"[-1, 1, 1, -1, -3, -1, 2, -2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2739,"[-2, 1, -3, -3, -1, -3, 1, -1, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2740,"[-3, 3, 2, -1, 3, -3, -2, 1, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
2741,"[2, 2, -3, -1, -2, -2, 2, 2, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2742,"[-3, 2, 2, -1, 3, 3, 1, -3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2743,"[-1, 3, -1, 2, -1, 1, -2, -3, 1]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2744,"[1, -1, -3, 2, -2, -3, -3, -1, 1]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2745,"[-3, -3, -3, 1, -2, 3, 1, 2, 1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
2746,"[3, -3, 2, -3, -2, -2, 2, 1, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2747,"[-3, -3, -1, 1, 1, -2, -2, 2, -2]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
2748,"[-1, -1, -2, 1, 2, 1, 3, 1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2749,"[2, 2, -3, -1, -2, 2, -3, 3, 1]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
2750,"[-3, 2, 2, 3, 1, 1, -2, -2, 1]","{(-3, -2): 1, (-1, -2): 1, (1, 0): 3, (3, 0): 2, (5, 1): 1, (5, 2): 3, (7, 2): 1, (9, 3): 2, (9, 4): 1, (13, 5): 1}","{(3, 1): {2: 1}, (7, 3): {2: 2}, (11, 5): {2: 1}}",16,4
2751,"[3, -2, -1, -2, 1, 3, 1, 2, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 1, (9, 3): 1}","{(7, 3): {2: 1}}",4,1
2752,"[-3, 2, -1, -1, 1, 1, 3, 2, 2]","{(0, 0): 1, (2, 0): 1, (4, 2): 1, (6, 2): 1}",{},4,0
2753,"[-1, -3, 2, -3, 1, -2, -3, -3, -1]","{(-15, -5): 1, (-11, -4): 1, (-11, -3): 1, (-7, -2): 1, (-5, 0): 1, (-3, 0): 1}","{(-13, -4): {2: 1}, (-9, -2): {2: 1}}",6,2
2754,"[-2, 3, -1, -3, -3, 2, 2, 3, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2755,"[-3, 2, -2, 1, 1, -3, 3, -3, -3]","{(-9, -3): 1, (-7, -3): 1, (-5, -2): 1, (-5, -1): 1, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, 0): 3, (1, 0): 2, (1, 2): 1, (3, 2): 2, (5, 2): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-3, 0): {2: 1}, (-1, 0): {2: 1}}",16,4
2756,"[2, -3, -1, 1, 1, -2, 2, -3, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2757,"[-1, -1, -1, 3, 3, -3, 3, -1, 3]","{(-11, -4): 1, (-9, -4): 2, (-9, -3): 1, (-7, -4): 1, (-7, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 1, (-1, 0): 4, (1, 0): 1, (1, 2): 1, (3, 1): 1, (3, 2): 1, (5, 3): 1, (7, 3): 1}","{(-7, -2): {2: 1}, (-5, -2): {2: 1}, (-5, -1): {2: 1}, (-3, -1): {2: 1}, (-3, 0): {2: 2}, (-1, 0): {2: 1}, (-1, 1): {2: 1}, (1, 1): {2: 2}, (3, 3): {2: 1}, (5, 3): {2: 1}}",24,12
2758,"[-1, -3, 1, 1, -3, 1, 1, -2, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2759,"[2, -2, -1, -1, -1, 2, 1, 2, -2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
2760,"[-1, 1, -2, 1, 3, -3, -1, -2, -1]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
2761,"[-1, -2, 1, 2, -3, 3, -1, -1, -1]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
2762,"[2, -3, -2, 2, 3, -3, 1, 3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2763,"[-2, -1, -3, 3, -2, -3, 3, -2, 2]","{(-6, -2): 1, (-4, -2): 1, (-2, 0): 1, (0, 0): 1}",{},4,0
2764,"[1, -1, 2, -2, 2, -1, -3, -2, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2765,"[-3, -3, 1, -1, -3, -3, 1, 2, 1]","{(-11, -4): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 2, (-5, -1): 1, (-3, 0): 1, (-1, 0): 2, (1, 2): 1, (3, 2): 1}","{(-7, -2): {2: 1}, (-3, 0): {2: 1}}",12,2
2766,"[2, 3, -2, -3, 3, 1, -3, -1, -2]","{(-3, 0): 1, (-1, 0): 3, (1, 0): 3, (3, 0): 1}",{},8,0
2767,"[2, 2, -3, 3, -1, -3, -1, -2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2768,"[1, -1, -1, -3, -1, -3, 3, -1, -3]","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4
2769,"[-2, 1, -3, -1, -2, 2, -3, 2, -2]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2770,"[-1, 3, 2, 3, -3, 2, -3, -2, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2771,"[3, 3, -1, -2, 3, 1, -3, 1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2772,"[3, -1, -3, -3, -3, -1, -2, 2, 1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2773,"[-1, -2, -3, 1, 1, -1, -2, 3, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2774,"[-1, -2, -1, -3, -3, 2, -1, -1, 2]","{(-15, -5): 1, (-13, -5): 1, (-11, -4): 1, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-9, -2): 1, (-7, -2): 3, (-5, -2): 2, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-13, -4): {2: 1}, (-11, -4): {2: 1}, (-9, -2): {2: 1}, (-7, -2): {2: 1}}",16,4
2775,"[1, 1, 2, 2, 1, -3, 2, 2, -2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
2776,"[3, 3, -2, -2, -3, -2, -3, 2, 3]","{(-8, -3): 1, (-4, -2): 1, (-4, -1): 1, (-2, 0): 1, (0, 0): 2, (2, 2): 1, (4, 2): 1}","{(-6, -2): {2: 1}, (-2, 0): {2: 1}}",8,2
2777,"[2, 2, -2, 2, -3, 1, 1, -2, 2]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2778,"[1, 2, -1, -2, -3, -1, -1, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2779,"[2, -1, 3, 1, 3, 1, -2, -1, -2]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2780,"[2, -1, 1, 3, 2, -1, 3, -1, -3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2781,"[-2, 3, -2, 1, 3, 3, -2, 1, -1]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
2782,"[-2, -1, 1, 1, 2, -3, 3, 2, 1]","{(0, 0): 1, (2, 0): 1, (2, 1): 1, (6, 2): 1, (8, 4): 1, (10, 4): 1}","{(4, 2): {2: 1}}",6,1
2783,"[-3, -1, 2, -1, -2, 3, 3, 3, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2784,"[-1, -1, -2, 2, -3, -1, 3, 3, -1]","{(-13, -4): 1, (-11, -4): 2, (-11, -3): 1, (-9, -4): 1, (-9, -3): 1, (-7, -2): 1, (-5, -2): 1, (-5, 0): 1, (-3, 0): 2, (-1, 0): 1}","{(-9, -2): {2: 1}, (-7, -2): {2: 1}}",12,2
2785,"[-2, -3, -2, 1, -1, -2, -1, 1, -2]","{(-12, -4): 1, (-10, -4): 1, (-10, -3): 1, (-6, -2): 1, (-4, 0): 1, (-2, 0): 1}","{(-8, -2): {2: 1}}",6,1
2786,"[2, -2, 3, -3, -1, -3, 2, -1, -2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2787,"[-2, 2, 2, 2, 3, 2, -1, -3, -3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2788,"[-2, 3, 3, 2, 3, 1, -2, 3, 1]","{(1, 0): 1, (3, 0): 1, (3, 1): 1, (5, 2): 1, (7, 2): 2, (7, 3): 1, (9, 4): 1, (11, 4): 2, (13, 6): 1, (15, 6): 1}","{(5, 2): {2: 1}, (9, 4): {2: 1}}",12,2
2789,"[-2, -1, 1, 3, 2, 1, -3, -2, 3]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2790,"[3, 3, -1, -3, 2, -2, -2, 3, -1]","{(-5, -2): 1, (-3, -2): 1, (-1, 0): 2, (1, 0): 2, (3, 2): 1, (5, 2): 1}",{},8,0
2791,"[3, 1, 3, 3, -2, -2, 1, 1, 1]","{(-1, -2): 1, (1, -2): 1, (3, 0): 3, (5, 0): 1, (7, 1): 2, (7, 2): 4, (9, 2): 1, (9, 3): 1, (11, 3): 3, (11, 4): 3, (13, 4): 2, (13, 5): 1, (15, 5): 2, (15, 6): 1, (17, 6): 1, (19, 7): 1}","{(5, 1): {2: 2}, (9, 3): {2: 3}, (11, 4): {2: 1}, (13, 5): {2: 2}, (15, 6): {2: 1}, (17, 7): {2: 1}}",28,10
2792,"[-3, -3, 2, -3, 2, 1, 1, -1, 2]","{(-7, -3): 1, (-5, -2): 1, (-3, -2): 1, (-3, -1): 1, (-1, -1): 1, (-1, 0): 2, (1, 0): 2, (1, 1): 1, (3, 1): 1, (3, 2): 1, (5, 2): 1, (7, 3): 1}","{(-5, -2): {2: 1}, (-3, -1): {2: 1}, (-1, 0): {2: 1}, (1, 1): {2: 1}, (3, 2): {2: 1}, (5, 3): {2: 1}}",14,6
2793,"[1, -2, -1, -1, 1, 1, -3, 2, 1]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2794,"[-3, -1, 1, -3, 1, 1, 2, 3, 3]","{(-1, 0): 1, (1, 0): 2, (3, 0): 1, (3, 2): 1, (5, 2): 2, (7, 2): 1}",{},8,0
2795,"[-1, -1, -3, 2, 2, 3, -3, -2, 3]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2796,"[3, 3, 2, 1, 1, -2, 1, -1, 1]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2797,"[-2, -3, 2, 2, 1, -2, -2, 2, 2]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2798,"[1, -2, -1, -1, -1, -1, 2, 2, 1]","{(-10, -4): 1, (-8, -3): 1, (-6, -3): 1, (-6, -2): 2, (-4, -2): 2, (-4, -1): 2, (-2, -1): 1, (-2, 0): 2, (0, 0): 3, (0, 1): 1, (2, 1): 1, (2, 2): 1, (4, 2): 1, (6, 3): 1}","{(-8, -3): {2: 1}, (-6, -2): {2: 1}, (-4, -1): {2: 1}, (-2, 0): {2: 2}, (0, 1): {2: 1}, (2, 2): {2: 1}, (4, 3): {2: 1}}",20,8
2799,"[1, 2, -3, 2, 2, 1, 2, -3, -1]","{(-3, -2): 1, (1, -1): 1, (1, 0): 2, (3, 0): 1, (3, 1): 1, (5, 1): 1, (5, 2): 1, (7, 2): 1, (7, 3): 1, (9, 3): 1, (11, 4): 1}","{(-1, -1): {2: 1}, (3, 1): {2: 1}, (5, 2): {2: 1}, (7, 3): {2: 1}, (9, 4): {2: 1}}",12,5
2800,"[2, -3, 2, 2, -3, -1, -2, -2, -1]","{(-13, -6): 1, (-9, -5): 1, (-9, -4): 3, (-7, -4): 2, (-7, -3): 1, (-5, -3): 1, (-5, -2): 2, (-3, -2): 1, (-3, -1): 1, (-3, 0): 1, (-1, -1): 2, (-1, 0): 3, (1, 0): 2, (3, 1): 1}","{(-11, -5): {2: 1}, (-7, -3): {2: 1}, (-5, -2): {2: 1}, (-3, -1): {2: 2}, (-1, 0): {2: 1}, (1, 1): {2: 1}}",22,7
2801,"[3, 3, -3, 2, 3, -2, -3, -2, -2]","{(-2, 0): 1, (0, 0): 2, (2, 0): 1}",{},4,0
2802,"[2, -1, 1, 2, 1, 1, 3, -3, 3]","{(1, 0): 1, (3, 0): 1, (5, 2): 2, (7, 2): 2, (9, 4): 1, (11, 4): 1}",{},8,0
2803,"[3, -2, -3, -1, -2, -2, -3, -1, 3]","{(-11, -4): 1, (-9, -4): 1, (-7, -2): 2, (-5, -2): 2, (-3, 0): 1, (-1, 0): 1}",{},8,0
2804,"[1, -3, -2, -2, -2, -2, 2, 3, 2]","{(-9, -3): 1, (-5, -2): 1, (-3, 0): 1, (-1, 0): 1}","{(-7, -2): {2: 1}}",4,1
2805,"[-3, -2, 3, -2, -1, -2, -3, 1, 3]","{(-1, 0): 1, (1, 0): 1}",{},2,0
2806,"[-1, 2, -2, -1, 2, 3, -3, 2, 2]","{(-4, -2): 1, (-2, -2): 1, (0, 0): 2, (2, 0): 1, (4, 1): 1, (4, 2): 1, (8, 3): 1}","{(2, 1): {2: 1}, (6, 3): {2: 1}}",8,2
2807,"[3, -2, -2, -3, 2, 2, -2, -2, -1]","{(-7, -2): 1, (-5, -2): 2, (-3, -2): 1, (-3, 0): 1, (-1, 0): 2, (1, 0): 1}",{},8,0
2808,"[-2, -3, 2, -1, 2, 2, 2, 2, 2]","{(3, 0): 1, (5, 0): 1, (7, 2): 1, (11, 3): 1, (11, 4): 1, (15, 5): 1}","{(9, 3): {2: 1}, (13, 5): {2: 1}}",6,2
2809,"[2, -1, -2, 1, 1, 3, -2, 2, -1]","{(-1, 0): 1, (1, 0): 1}",{},2,0
